temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,relative_humidity_2m_mean,date,frost_day,heat_day,severe_heat_day,dry_day,dry_streak,strong_wind_day,dust_storm_risk,rainy_day,continuous_rain_streak
31.4,16.4,0.0,20.9,24,2023-06-08,False,False,False,True,1,True,True,False,0
33.0,17.5,0.0,22.4,21,2023-06-09,False,False,False,True,2,True,True,False,0
33.0,16.0,0.0,18.4,25,2023-06-10,False,False,False,True,3,True,True,False,0
32.0,19.0,0.0,21.5,25,2023-06-11,False,False,False,True,4,True,True,False,0
29.6,16.4,0.0,17.6,23,2023-06-12,False,False,False,True,5,True,True,False,0
31.4,15.7,0.0,13.1,22,2023-06-13,False,False,False,True,6,False,False,False,0
34.4,16.2,0.0,18.5,22,2023-06-14,False,False,False,True,7,True,True,False,0
33.8,19.8,0.0,27.1,26,2023-06-15,False,False,False,True,8,True,True,False,0
31.4,21.1,0.0,29.9,38,2023-06-16,False,False,False,True,9,True,False,False,0
29.8,18.9,0.0,17.1,45,2023-06-17,False,False,False,True,10,True,False,False,0
21.8,16.4,9.1,12.3,80,2023-06-18,False,False,False,False,1,False,False,True,2
33.1,15.1,0.0,19.1,49,2023-06-19,False,False,False,True,2,True,False,False,0
31.6,18.1,0.0,16.9,33,2023-06-20,False,False,False,True,3,False,False,False,0
34.3,17.8,0.0,12.9,31,2023-06-21,False,False,False,True,4,False,False,False,0
35.3,19.6,0.0,16.6,25,2023-06-22,False,True,False,True,5,False,True,False,0
34.9,21.5,0.0,23.5,31,2023-06-23,False,False,False,True,6,True,False,False,0
29.5,20.4,1.6,23.3,44,2023-06-24,False,False,False,False,1,True,False,True,2
30.8,18.1,0.2,21.5,48,2023-06-25,False,False,False,True,2,True,False,False,0
32.8,17.5,0.0,11.5,42,2023-06-26,False,False,False,True,3,False,False,False,0
32.1,19.6,0.0,33.3,38,2023-06-27,False,False,False,True,4,True,False,False,0
31.1,17.9,0.0,14.8,45,2023-06-28,False,False,False,True,5,False,False,False,0
33.8,16.8,0.0,14.0,33,2023-06-29,False,False,False,True,6,False,False,False,0
36.5,19.3,0.0,24.2,29,2023-06-30,False,True,False,True,7,True,True,False,0
33.3,23.0,0.0,14.7,34,2023-07-01,False,False,False,True,8,False,False,False,0
33.8,20.3,10.7,16.2,49,2023-07-02,False,False,False,False,1,False,False,True,2
24.0,16.5,7.8,15.0,71,2023-07-03,False,False,False,False,1,False,False,True,3
30.5,16.1,0.0,15.6,41,2023-07-04,False,False,False,True,2,False,False,False,0
34.0,15.4,0.0,16.1,42,2023-07-05,False,False,False,True,3,False,False,False,0
34.5,18.4,0.0,16.9,31,2023-07-06,False,False,False,True,4,False,False,False,0
32.9,17.8,0.0,18.9,33,2023-07-07,False,False,False,True,5,True,False,False,0
34.4,18.0,0.0,19.0,37,2023-07-08,False,False,False,True,6,True,False,False,0
35.7,19.3,0.0,12.6,33,2023-07-09,False,True,False,True,7,False,False,False,0
33.1,24.2,0.1,27.1,38,2023-07-10,False,False,False,True,8,True,False,False,0
28.7,20.4,9.8,20.3,67,2023-07-11,False,False,False,False,1,True,False,True,2
26.5,17.7,2.9,15.3,73,2023-07-12,False,False,False,False,1,False,False,True,3
27.7,16.8,0.4,18.2,56,2023-07-13,False,False,False,True,2,True,False,False,0
27.3,17.3,0.0,22.0,48,2023-07-14,False,False,False,True,3,True,False,False,0
31.4,16.6,0.0,15.5,50,2023-07-15,False,False,False,True,4,False,False,False,0
31.6,15.5,0.0,12.0,42,2023-07-16,False,False,False,True,5,False,False,False,0
33.7,16.9,0.0,14.0,43,2023-07-17,False,False,False,True,6,False,False,False,0
33.6,20.2,0.0,14.2,41,2023-07-18,False,False,False,True,7,False,False,False,0
32.1,19.9,0.0,17.0,45,2023-07-19,False,False,False,True,8,True,False,False,0
30.2,20.1,0.8,20.5,50,2023-07-20,False,False,False,True,9,True,False,False,0
28.8,17.4,0.0,11.9,53,2023-07-21,False,False,False,True,10,False,False,False,0
31.8,16.6,0.0,11.0,49,2023-07-22,False,False,False,True,11,False,False,False,0
34.1,18.6,0.0,15.6,42,2023-07-23,False,False,False,True,12,False,False,False,0
33.0,19.3,0.0,11.8,47,2023-07-24,False,False,False,True,13,False,False,False,0
35.4,20.4,0.0,10.9,50,2023-07-25,False,True,False,True,14,False,False,False,0
32.0,22.9,0.1,18.7,51,2023-07-26,False,False,False,True,15,True,False,False,0
27.8,18.9,2.9,12.7,68,2023-07-27,False,False,False,False,1,False,False,True,2
30.5,18.5,0.0,16.6,61,2023-07-28,False,False,False,True,2,False,False,False,0
29.8,19.0,2.0,15.9,63,2023-07-29,False,False,False,False,1,False,False,True,2
31.5,19.7,0.1,11.0,59,2023-07-30,False,False,False,True,2,False,False,False,0
31.9,20.7,0.0,16.2,58,2023-07-31,False,False,False,True,3,False,False,False,0
34.3,22.5,0.3,19.0,58,2023-08-01,False,False,False,True,4,True,False,False,0
35.8,22.4,0.0,10.8,52,2023-08-02,False,True,False,True,5,False,False,False,0
33.4,24.7,1.5,19.2,52,2023-08-03,False,False,False,False,1,True,False,True,2
29.7,22.5,0.4,20.7,52,2023-08-04,False,False,False,True,2,True,False,False,0
32.9,19.8,0.0,11.7,55,2023-08-05,False,False,False,True,3,False,False,False,0
31.6,22.7,0.0,18.3,46,2023-08-06,False,False,False,True,4,True,False,False,0
34.8,21.2,0.0,24.0,47,2023-08-07,False,False,False,True,5,True,False,False,0
33.9,20.4,0.0,23.4,57,2023-08-08,False,False,False,True,6,True,False,False,0
33.5,22.6,3.4,16.3,57,2023-08-09,False,False,False,False,1,False,False,True,2
33.3,23.1,0.1,14.2,62,2023-08-10,False,False,False,True,2,False,False,False,0
27.2,19.3,6.3,22.1,67,2023-08-11,False,False,False,False,1,True,False,True,2
33.0,16.7,0.0,16.6,57,2023-08-12,False,False,False,True,2,False,False,False,0
34.0,19.2,0.0,12.0,49,2023-08-13,False,False,False,True,3,False,False,False,0
32.8,21.9,0.0,10.1,47,2023-08-14,False,False,False,True,4,False,False,False,0
34.9,22.8,0.0,16.4,48,2023-08-15,False,False,False,True,5,False,False,False,0
33.8,22.5,0.4,15.2,45,2023-08-16,False,False,False,True,6,False,False,False,0
27.6,19.4,0.2,16.9,46,2023-08-17,False,False,False,True,7,False,False,False,0
31.7,15.3,0.0,11.8,37,2023-08-18,False,False,False,True,8,False,False,False,0
32.3,19.8,0.0,12.3,31,2023-08-19,False,False,False,True,9,False,False,False,0
32.3,18.7,0.0,17.2,38,2023-08-20,False,False,False,True,10,True,False,False,0
31.9,17.8,0.0,18.9,30,2023-08-21,False,False,False,True,11,True,True,False,0
32.4,16.4,0.0,19.2,27,2023-08-22,False,False,False,True,12,True,True,False,0
27.9,16.5,0.5,27.0,34,2023-08-23,False,False,False,True,13,True,False,False,0
30.0,16.0,0.3,15.0,36,2023-08-24,False,False,False,True,14,False,False,False,0
20.5,14.3,30.2,26.3,84,2023-08-25,False,False,False,False,1,True,False,True,2
20.9,13.0,0.0,17.4,67,2023-08-26,False,False,False,True,2,True,False,False,0
24.1,12.4,0.7,17.6,69,2023-08-27,False,False,False,True,3,True,False,False,0
26.3,12.8,0.0,9.4,66,2023-08-28,False,False,False,True,4,False,False,False,0
28.3,14.4,0.0,11.6,57,2023-08-29,False,False,False,True,5,False,False,False,0
28.8,14.4,0.0,16.2,50,2023-08-30,False,False,False,True,6,False,False,False,0
28.4,16.3,0.0,9.8,51,2023-08-31,False,False,False,True,7,False,False,False,0
30.2,17.2,0.0,13.0,52,2023-09-01,False,False,False,True,8,False,False,False,0
32.3,17.6,0.0,14.4,43,2023-09-02,False,False,False,True,9,False,False,False,0
32.0,15.6,0.0,12.3,41,2023-09-03,False,False,False,True,10,False,False,False,0
33.6,18.7,0.0,24.5,43,2023-09-04,False,False,False,True,11,True,False,False,0
31.6,18.4,0.0,25.8,44,2023-09-05,False,False,False,True,12,True,False,False,0
31.0,21.5,0.0,23.1,46,2023-09-06,False,False,False,True,13,True,False,False,0
23.2,18.2,0.6,13.7,62,2023-09-07,False,False,False,True,14,False,False,False,0
18.3,12.6,7.1,10.8,76,2023-09-08,False,False,False,False,1,False,False,True,2
24.6,11.7,0.0,9.0,77,2023-09-09,False,False,False,True,2,False,False,False,0
28.3,13.7,0.0,11.2,67,2023-09-10,False,False,False,True,3,False,False,False,0
28.4,16.5,0.0,13.4,49,2023-09-11,False,False,False,True,4,False,False,False,0
27.9,13.8,0.0,9.2,51,2023-09-12,False,False,False,True,5,False,False,False,0
29.4,14.0,0.1,13.6,53,2023-09-13,False,False,False,True,6,False,False,False,0
29.2,16.1,2.1,19.1,60,2023-09-14,False,False,False,False,1,True,False,True,2
27.5,15.3,0.6,14.2,62,2023-09-15,False,False,False,True,2,False,False,False,0
29.8,14.6,0.3,33.4,62,2023-09-16,False,False,False,True,3,True,False,False,0
24.6,17.2,0.4,32.7,53,2023-09-17,False,False,False,True,4,True,False,False,0
24.3,14.1,0.0,25.6,49,2023-09-18,False,False,False,True,5,True,False,False,0
25.0,13.1,0.0,17.2,44,2023-09-19,False,False,False,True,6,True,False,False,0
23.3,13.2,0.0,14.6,54,2023-09-20,False,False,False,True,7,False,False,False,0
24.8,11.0,0.0,14.1,55,2023-09-21,False,False,False,True,8,False,False,False,0
23.4,13.2,0.0,20.4,64,2023-09-22,False,False,False,True,9,True,False,False,0
20.3,13.9,0.3,16.2,66,2023-09-23,False,False,False,True,10,False,False,False,0
22.1,13.2,2.2,11.6,69,2023-09-24,False,False,False,False,1,False,False,True,2
24.3,13.5,0.0,14.0,58,2023-09-25,False,False,False,True,2,False,False,False,0
23.5,13.6,0.0,12.6,49,2023-09-26,False,False,False,True,3,False,False,False,0
19.3,12.0,0.2,13.7,48,2023-09-27,False,False,False,True,4,False,False,False,0
22.2,10.2,3.2,11.4,79,2023-09-28,False,False,False,False,1,False,False,True,2
21.1,8.3,0.0,10.0,43,2023-09-29,False,False,False,True,2,False,False,False,0
22.8,8.2,0.0,16.2,46,2023-09-30,False,False,False,True,3,False,False,False,0
20.2,11.6,0.0,13.4,58,2023-10-01,False,False,False,True,4,False,False,False,0
22.8,9.9,0.0,8.2,66,2023-10-02,False,False,False,True,5,False,False,False,0
23.3,9.9,0.0,9.4,67,2023-10-03,False,False,False,True,6,False,False,False,0
20.2,12.3,0.0,22.7,45,2023-10-04,False,False,False,True,7,True,False,False,0
12.7,10.5,7.3,10.1,68,2023-10-05,False,False,False,False,1,False,False,True,2
17.3,8.5,0.2,12.2,74,2023-10-06,False,False,False,True,2,False,False,False,0
19.8,7.4,0.0,11.3,71,2023-10-07,False,False,False,True,3,False,False,False,0
17.4,6.1,0.0,16.9,56,2023-10-08,False,False,False,True,4,False,False,False,0
17.8,4.7,0.0,12.9,56,2023-10-09,False,False,False,True,5,False,False,False,0
19.9,8.1,0.0,6.4,67,2023-10-10,False,False,False,True,6,False,False,False,0
20.6,9.3,1.4,13.3,74,2023-10-11,False,False,False,False,1,False,False,True,2
16.7,10.6,0.4,10.6,74,2023-10-12,False,False,False,True,2,False,False,False,0
19.8,7.2,0.0,8.4,53,2023-10-13,False,False,False,True,3,False,False,False,0
20.2,5.8,0.0,10.0,50,2023-10-14,False,False,False,True,4,False,False,False,0
19.9,5.6,0.0,10.2,55,2023-10-15,False,False,False,True,5,False,False,False,0
20.4,6.1,0.0,9.6,59,2023-10-16,False,False,False,True,6,False,False,False,0
15.7,7.1,1.1,13.7,67,2023-10-17,False,False,False,False,1,False,False,True,2
16.9,3.7,0.0,9.1,65,2023-10-18,False,False,False,True,2,False,False,False,0
14.3,7.0,0.8,15.6,54,2023-10-19,False,False,False,True,3,False,False,False,0
15.3,3.7,0.0,9.0,64,2023-10-20,False,False,False,True,4,False,False,False,0
16.9,3.0,0.0,10.7,64,2023-10-21,False,False,False,True,5,False,False,False,0
18.5,3.2,0.0,7.3,60,2023-10-22,False,False,False,True,6,False,False,False,0
20.1,4.1,0.0,11.3,39,2023-10-23,False,False,False,True,7,False,False,False,0
22.3,4.0,0.0,11.6,48,2023-10-24,False,False,False,True,8,False,False,False,0
19.8,4.4,0.0,15.0,43,2023-10-25,False,False,False,True,9,False,False,False,0
18.7,3.9,0.0,9.4,51,2023-10-26,False,False,False,True,10,False,False,False,0
19.1,6.1,0.0,8.4,51,2023-10-27,False,False,False,True,11,False,False,False,0
21.3,5.8,0.0,11.9,51,2023-10-28,False,False,False,True,12,False,False,False,0
19.9,3.8,0.0,10.3,40,2023-10-29,False,False,False,True,13,False,False,False,0
22.4,3.9,0.0,19.7,38,2023-10-30,False,False,False,True,14,True,False,False,0
23.5,7.2,0.0,19.6,28,2023-10-31,False,False,False,True,15,True,True,False,0
21.2,8.3,0.0,16.2,49,2023-11-01,False,False,False,True,16,False,False,False,0
16.2,7.7,0.0,14.2,37,2023-11-02,False,False,False,True,17,False,False,False,0
15.8,3.8,0.0,11.6,39,2023-11-03,False,False,False,True,18,False,False,False,0
8.5,4.0,3.2,15.2,70,2023-11-04,False,False,False,False,1,False,False,True,2
5.1,-2.6,0.2,19.3,49,2023-11-05,True,False,False,True,2,True,False,False,0
7.0,-5.7,0.0,9.4,59,2023-11-06,True,False,False,True,3,False,False,False,0
12.3,-2.3,0.0,9.5,54,2023-11-07,True,False,False,True,4,False,False,False,0
8.1,-3.5,0.0,14.6,50,2023-11-08,True,False,False,True,5,False,False,False,0
4.5,-4.7,0.0,18.7,42,2023-11-09,True,False,False,True,6,True,False,False,0
4.8,-4.2,0.0,18.5,38,2023-11-10,True,False,False,True,7,True,False,False,0
2.0,-5.7,0.0,16.4,40,2023-11-11,True,False,False,True,8,False,False,False,0
2.1,-6.7,0.0,8.2,36,2023-11-12,True,False,False,True,9,False,False,False,0
6.0,-4.1,0.0,11.9,42,2023-11-13,True,False,False,True,10,False,False,False,0
7.4,-4.3,0.0,9.7,60,2023-11-14,True,False,False,True,11,False,False,False,0
4.3,-2.5,0.0,21.9,50,2023-11-15,True,False,False,True,12,True,False,False,0
6.8,-4.9,0.0,9.8,44,2023-11-16,True,False,False,True,13,False,False,False,0
8.6,-5.0,0.0,7.4,46,2023-11-17,True,False,False,True,14,False,False,False,0
12.6,-4.6,0.0,10.0,36,2023-11-18,True,False,False,True,15,False,False,False,0
9.6,-4.5,0.0,9.5,44,2023-11-19,True,False,False,True,16,False,False,False,0
10.5,-4.1,0.0,11.5,54,2023-11-20,True,False,False,True,17,False,False,False,0
9.3,-3.7,0.3,17.3,46,2023-11-21,True,False,False,True,18,True,False,False,0
